#multi:
,mass A,,mass B,,
t,x,y,x,y,
2.400000E0,-1.597628E0,5.050486E0,-3.460156E0,1.042034E1
2.433333E0,-8.402049E-1,5.244875E0,-1.896953E0,1.083538E1
2.466667E0,-5.551246E-2,5.313474E0,-2.721584E-1,1.099441E1
2.500000E0,7.250291E-1,5.274122E0,1.337902E0,1.094265E1
2.533333E0,1.510524E0,5.117678E0,2.950360E0,1.063694E1
2.566667E0,2.240404E0,4.843057E0,4.476106E0,1.009984E1
2.600000E0,2.937791E0,4.460622E0,5.904159E0,9.308271E0
2.633333E0,3.568405E0,3.969474E0,7.206056E0,8.353176E0
2.666667E0,4.113272E0,3.415686E0,8.367733E0,7.170912E0
2.700000E0,4.582672E0,2.767618E0,9.331425E0,5.865327E0
2.733333E0,4.937548E0,2.074184E0,1.008803E1,4.417341E0
2.766667E0,5.182311E0,1.307278E0,1.062200E1,2.867857E0
2.800000E0,5.326776E0,5.404383E-1,1.090901E1,1.262985E0
2.833333E0,5.340312E0,-2.654011E-1,1.096653E1,-3.683719E-1
2.866667E0,5.239373E0,-1.046331E0,1.078477E1,-1.979786E0
2.900000E0,5.037318E0,-1.807200E0,1.036232E1,-3.553269E0
2.933333E0,4.712462E0,-2.535197E0,9.703373E0,-5.052342E0
2.966667E0,4.286095E0,-3.193029E0,8.836760E0,-6.428093E0
3.000000E0,3.764096E0,-3.776066E0,7.785748E0,-7.620379E0
3.033333E0,3.168467E0,-4.292420E0,6.549785E0,-8.686361E0
3.066667E0,2.493774E0,-4.712800E0,5.193864E0,-9.557802E0
3.100000E0,1.772842E0,-5.009189E0,3.757891E0,-1.020098E1
3.133333E0,1.004735E0,-5.214091E0,2.180185E0,-1.061268E1
3.166667E0,2.388262E-1,-5.314511E0,5.979943E-1,-1.078844E1
3.200000E0,-5.525008E-1,-5.285965E0,-1.016989E0,-1.077646E1
3.233333E0,-1.316484E0,-5.135013E0,-2.594871E0,-1.049234E1
3.266667E0,-2.052328E0,-4.907473E0,-4.104181E0,-9.989842E0
3.300000E0,-2.745405E0,-4.542436E0,-5.548539E0,-9.268322E0
3.333333E0,-3.386666E0,-4.096366E0,-6.852665E0,-8.343464E0
3.366667E0,-3.936700E0,-3.538593E0,-7.999238E0,-7.247550E0
3.400000E0,-4.412103E0,-2.913186E0,-9.012040E0,-5.973914E0
3.433333E0,-4.789358E0,-2.224415E0,-9.782979E0,-4.583920E0
3.466667E0,-5.067903E0,-1.498214E0,-1.034995E1,-3.076096E0
3.500000E0,-5.231067E0,-7.379209E-1,-1.071582E1,-1.528511E0
3.533333E0,-5.265918E0,4.868519E-2,-1.085071E1,8.660332E-2
3.566667E0,-5.203537E0,8.312030E-1,-1.072704E1,1.669049E0
3.600000E0,-5.027461E0,1.607463E0,-1.036784E1,3.242733E0
3.633333E0,-4.724657E0,2.328812E0,-9.812241E0,4.774031E0
3.666667E0,-4.325536E0,3.011268E0,-8.995168E0,6.190580E0
3.700000E0,-3.834141E0,3.622963E0,-8.017730E0,7.453461E0
3.733333E0,-3.251258E0,4.158747E0,-6.819786E0,8.562085E0
3.766667E0,-2.596507E0,4.608162E0,-5.503543E0,9.479145E0
3.800000E0,-1.877519E0,4.937939E0,-4.059845E0,1.019764E1
3.833333E0,-1.129799E0,5.167703E0,-2.507923E0,1.070608E1
3.866667E0,-3.520683E-1,5.290631E0,-9.126770E-1,1.096924E1
3.900000E0,4.355146E-1,5.287824E0,7.222724E-1,1.099078E1
3.933333E0,1.235142E0,5.179968E0,2.335044E0,1.076661E1
3.966667E0,1.978657E0,4.967524E0,3.888174E0,1.031327E1
4.000000E0,2.690590E0,4.622954E0,5.353612E0,9.627189E0
4.033333E0,3.336403E0,4.193345E0,6.708037E0,8.718276E0
4.066667E0,3.909662E0,3.640787E0,7.923247E0,7.628221E0
4.100000E0,4.419200E0,3.026211E0,8.954984E0,6.359322E0
4.133333E0,4.826114E0,2.368460E0,9.792867E0,4.963929E0
4.166667E0,5.129042E0,1.613597E0,1.041271E1,3.454377E0
4.200000E0,5.302918E0,8.351986E-1,1.080717E1,1.870279E0
4.233333E0,5.356431E0,5.298951E-2,1.096002E1,2.469437E-1
